SCHOOLID,SCHOOL_TYPE_CODE,BLANK,SCHOOL_NAME,DISTRICT_NAME,CITY,COUNTY,LOCAL_PROP_TAXES_DISTRICT_DOLLAR,LOCAL_PROP_TAXES_DISTRICT_PCT,LOCAL_PROP_TAXES_STATE_PCT,OTHER_LOCAL_FUNDING_DISTRICT_DOLLAR,OTHER_LOCAL_FUNDING_DISTRICT_PCT,OTHER_LOCAL_FUNDING_STATE_PCT,Total Local Dollars,TOTAL_REVENUE_SOURCE,dollars_per_enrollment,% Local Dollars,DISTRICT_TOTAL_ENROLLMENT,GENERAL_STATE_AID_DISTRICT_DOLLAR,GENERAL_STATE_AID_DISTRICT_PCT,GENERAL_STATE_AID_STATE_PCT,OTHER_STATE_FUNDING_DISTRICT_DOLLAR,OTHER_STATE_FUNDING_DISTRICT_PCT,OTHER_STATE_FUNDING_STATE_PCT,FEDERAL_FUNDING_DISTRICT_DOLLAR,FEDERAL_FUNDING_DISTRICT_PCT,FEDERAL_FUNDING_STATE_PCT,EAV_PER_PUPIL_DISTRICT,TOT_SCHL_TAX_RATE_PER_100_DISTRICT,OPER_EXPEND_PP_DISTRICT
240321010160001,0,,Morris Community High School,Morris CHSD 101,Morris,Grundy,"$7,875,093",63.4,62.8,"$2,552,706",20.5,4.6,"$10,427,925","$12,425,824","$13,447.86",83.92%,924,"$1,131,893",9.1,16.3,"$672,857",5.4,8.6,"$193,275",1.6,7.7,"$460,496",1.88,"$11,908"
530907020260001,0,,Tremont High School,Tremont CUSD 702,Tremont,Tazewell,"$5,769,665",62.9,62.8,"$564,621",6.2,4.6,"$6,334,412","$9,177,388","$10,040.91",69.02%,914,"$2,032,428",22.1,16.3,"$574,295",6.3,8.6,"$236,379",2.6,7.7,"$126,778",5.09,"$9,859"
540920010260005,0,,Bismarck-Henning High School,Bismarck Henning CUSD,Bismarck,Vermilion,"$3,848,692",48.9,62.8,"$1,004,217",12.8,4.6,"$4,853,021","$7,865,096","$8,652.47",61.70%,909,"$2,287,133",29.1,16.3,"$446,287",5.7,8.6,"$278,767",3.5,7.7,"$94,719",5.2,"$9,214"
350785350260002,0,,Putnam County High School,Putnam County CUSD 535,Granville,Putnam,"$7,433,839",74.8,62.8,"$758,446",7.6,4.6,"$8,192,423","$9,940,960","$10,972.36",82.41%,906,"$486,264",4.9,16.3,"$857,618",8.6,8.6,"$404,793",4.1,7.7,"$137,146",3.95,"$11,137"
540925120260001,0,,Salt Fork High School,Salt Fork CUSD 512,Catlin,Vermilion,,,,,,,,,$0.00,,904,,,,,,,,,,,,
90101690041001,1,,St Joseph Middle School,St Joseph CCSD 169,Saint Joseph,Champaign,"$3,321,363",46.3,62.8,"$1,101,170",15.4,4.6,"$4,422,642","$7,170,039","$7,940.24",61.68%,903,"$2,213,871",30.9,16.3,"$332,996",4.6,8.6,"$200,639",2.8,7.7,"$140,013",2.72,"$8,003"
470980030260001,0,,Prophetstown High School,Prophetstown-Lyndon-Tampico CUSD3,Prophetstown,Whiteside,"$4,546,977",53.3,62.8,"$451,754",5.3,4.6,"$4,998,847","$8,536,932","$9,496.03",58.56%,899,"$2,224,285",26.1,16.3,"$802,791",9.4,8.6,"$511,125",6,7.7,"$106,771",4.82,"$9,317"
41013210260001,0,,Pecatonica High School,Pecatonica CUSD 321,Pecatonica,Winnebago,"$6,389,524",64.6,62.8,"$645,268",6.5,4.6,"$7,034,919","$9,896,443","$11,020.54",71.09%,898,"$2,264,905",22.9,16.3,"$370,677",3.7,8.6,"$226,069",2.3,7.7,"$106,705",6.92,"$10,971"
50160700022003,2,,Park View Elem School,Morton Grove SD 70,Morton Grove,Cook,"$11,867,278",85.9,62.8,"$858,800",6.2,4.6,"$12,726,227","$13,813,630","$15,382.66",92.13%,898,"$420,101",3,16.3,"$451,019",3.3,8.6,"$216,432",1.6,7.7,"$334,604",4.35,"$13,628"
50160310021001,1,,Field School,West Northfield SD 31,Northbrook,Cook,"$15,732,517",90.7,62.8,"$420,504",2.4,4.6,"$16,153,175","$17,349,936","$19,428.82",93.10%,893,"$348,221",2,16.3,"$457,520",2.6,8.6,"$391,174",2.3,7.7,"$608,095",2.95,"$15,752"
340490650021003,1,,Lake Bluff Middle School,Lake Bluff ESD 65,Lake Bluff,Lake,"$15,211,837",89.8,62.8,"$834,747",4.9,4.6,"$16,046,737","$16,941,464","$19,078.23",94.72%,888,"$185,559",1.1,16.3,"$481,726",2.8,8.6,"$227,595",1.3,7.7,"$706,686",2.67,"$19,012"
10010030260001,0,,Central High School,Central CUSD 3,Camp Point,Adams,"$2,857,693",40.4,62.8,"$322,067",4.6,4.6,"$3,179,863","$7,070,590","$7,971.35",44.97%,887,"$2,784,056",39.4,16.3,"$520,377",7.4,8.6,"$586,397",8.3,7.7,"$92,491",3.64,"$8,702"
531020690022001,2,,Germantown Hills Middle School,Germantown Hills SD 69,Germantown Hills,Woodford,"$4,910,846",66.8,62.8,"$489,468",6.7,4.6,"$5,400,444","$7,352,271","$8,298.27",73.45%,886,"$1,531,906",20.8,16.3,"$291,801",4,8.6,"$128,250",1.7,7.7,"$177,691",3.27,"$7,325"
400310030260001,0,,North Greene Jr/Sr High Sch,North Greene CUSD 3,White Hall,Greene,"$2,820,526",32.9,62.8,"$325,363",3.8,4.6,"$3,145,985","$8,582,925","$9,698.22",36.65%,885,"$3,485,699",40.6,16.3,"$988,510",11.5,8.6,"$962,827",11.2,7.7,"$73,982",4.48,"$9,675"
531020010042001,2,,Metamora Grade School,Metamora CCSD 1,Metamora,Woodford,"$4,123,225",62.8,62.8,"$344,443",5.2,4.6,"$4,467,794","$6,565,581","$7,435.54",68.05%,883,"$1,399,927",21.3,16.3,"$441,600",6.7,8.6,"$256,386",3.9,7.7,"$188,850",2.66,"$7,619"
330362350260001,0,,West Central High School,West Central CUSD 235,Biggsville,Henderson,"$5,009,503",59.5,62.8,"$322,395",3.8,4.6,"$5,332,020","$8,425,600","$9,673.48",63.28%,871,"$1,773,840",21.1,16.3,"$752,767",8.9,8.6,"$567,095",6.7,7.7,"$137,746",4.22,"$9,168"
340490370021001,1,,Gavin South Middle School,Gavin SD 37,Ingleside,Lake,"$7,582,752",69.9,62.8,"$247,350",2.3,4.6,"$7,830,235","$10,854,270","$12,461.85",72.14%,871,"$1,608,040",14.8,16.3,"$852,866",7.9,8.6,"$563,262",5.2,7.7,"$211,957",4.8,"$13,453"
70162310160001,0,,Evergreen Park High School,Evergreen Park CHSD 231,Evergreen Park,Cook,"$17,335,909",85.8,62.8,"$658,180",3.3,4.6,"$17,994,238","$20,203,213","$23,275.59",89.07%,868,"$944,296",4.7,16.3,"$966,200",4.8,8.6,"$298,628",1.5,7.7,"$470,460",4.35,"$16,202"
190220620021001,1,,Gower Middle School,Gower SD 62,Burr Ridge,Dupage,"$13,280,071",90.4,62.8,"$769,981",5.2,4.6,"$14,050,205","$14,691,485","$16,984.38",95.64%,865,"$257,550",1.8,16.3,"$262,250",1.8,8.6,"$121,633",0.8,7.7,"$882,890",1.92,"$16,885"
60162340160001,0,,Ridgewood Comm High School,Ridgewood CHSD 234,Norridge,Cook,"$16,400,606",87.6,62.8,"$687,624",3.7,4.6,"$17,088,380","$18,728,072","$21,878.59",91.25%,856,"$520,765",2.8,16.3,"$514,330",2.7,8.6,"$604,747",3.2,7.7,"$684,886",3.19,"$18,869"
60161070021001,1,,Pleasantdale Middle Sch,Pleasantdale SD 107,Burr Ridge,Cook,"$11,451,775",87.6,62.8,"$689,076",5.3,4.6,"$12,141,001","$13,078,282","$15,296.24",92.83%,855,"$184,975",1.4,16.3,"$636,346",4.9,8.6,"$116,110",0.9,7.7,"$689,904",2.26,"$14,758"
470712210260004,0,,Forreston Jr/Sr High Sch,Forrestville Valley CUSD 221,Forreston,Ogle,"$7,219,839",70.6,62.8,"$442,194",4.3,4.6,"$7,662,166","$10,231,871","$11,995.16",74.89%,853,"$1,635,194",16,16.3,"$612,486",6,8.6,"$322,158",3.1,7.7,"$124,246",5.51,"$9,292"
170544040160001,0,,Lincoln Comm High School,Lincoln CHSD 404,Lincoln,Logan,"$6,666,825",64.4,62.8,"$1,199,131",11.6,4.6,"$7,866,083","$10,350,622","$12,191.55",76.00%,849,"$1,510,906",14.6,16.3,"$405,650",3.9,8.6,"$568,110",5.5,7.7,"$356,783",2.27,"$11,100"
410570130021001,1,,East Alton Middle School,East Alton SD 13,East Alton,Madison,"$3,471,765",38.4,62.8,"$258,148",2.9,4.6,"$3,730,014","$9,044,838","$10,678.68",41.24%,847,"$2,726,021",30.1,16.3,"$1,239,348",13.7,8.6,"$1,349,556",14.9,7.7,"$79,048",4.77,"$9,938"
80431200220002,0,,Galena High School,Galena USD 120,Galena,Jo Daviess,"$9,397,852",81.7,62.8,"$520,122",4.5,4.6,"$9,918,119","$11,499,470","$13,689.85",86.25%,840,"$403,967",3.5,16.3,"$513,400",4.5,8.6,"$664,129",5.8,7.7,"$262,900",4.62,"$13,523"
80892010260001,0,,Dakota Jr Sr High School,Dakota CUSD 201,Dakota,Stephenson,"$5,516,420",62,62.8,"$677,878",7.6,4.6,"$6,194,423","$8,890,616","$10,609.33",69.67%,838,"$1,811,966",20.4,16.3,"$433,957",4.9,8.6,"$450,395",5.1,7.7,"$123,978",5.69,"$10,616"
500821750021001,1,,Emge Junior High School,Harmony Emge SD 175,Belleville,Saint Clair,"$5,249,441",60.4,62.8,"$685,935",7.9,4.6,"$5,935,499","$8,693,276","$10,411.11",68.28%,835,"$1,338,109",15.4,16.3,"$771,631",8.9,8.6,"$648,160",7.5,7.7,"$179,317",3.77,"$10,666"
80892020260001,0,,Lena-Winslow High School,Lena Winslow CUSD 202,Lena,Stephenson,"$5,159,218",59.5,62.8,"$447,603",5.2,4.6,"$5,606,943","$8,669,296","$10,457.53",64.68%,829,"$2,099,118",24.2,16.3,"$449,835",5.2,8.6,"$513,522",5.9,7.7,"$115,092",5.45,"$9,068"
500821600042001,2,,Millstadt Consolidated School,Millstadt CCSD 160,Millstadt,Saint Clair,"$5,010,612",71,62.8,"$554,511",7.9,4.6,"$5,565,257","$7,060,698","$8,537.72",78.82%,827,"$757,081",10.7,16.3,"$381,402",5.4,8.6,"$357,092",5.1,7.7,"$230,721",2.93,"$7,996"
340490680022001,2,,Oak Grove Elem School,Oak Grove SD 68  TWO,Libertyville,Lake,"$14,069,632",91.5,62.8,"$538,223",3.5,4.6,"$14,608,009","$15,376,233","$18,705.88",95.00%,822,"$165,181",1.1,16.3,"$433,237",2.8,8.6,"$169,960",1.1,7.7,"$651,722",2.7,"$15,683"
480723250260005,0,,Peoria Heights High School,Peoria Heights CUSD 325,Peoria Heights,Peoria,"$6,575,631",62.2,62.8,"$135,246",1.3,4.6,"$6,711,002","$10,578,119","$12,915.90",63.44%,819,"$1,074,894",10.2,16.3,"$2,225,056",21,8.6,"$567,292",5.4,7.7,"$165,520",5.76,"$11,369"
60161060021003,1,,Highlands Middle School,LaGrange Highlands SD 106,La Grange Highlan,Cook,"$11,511,602",88.5,62.8,"$569,707",4.4,4.6,"$12,081,460","$13,008,689","$15,961.58",92.87%,815,"$255,001",2,16.3,"$633,255",4.9,8.6,"$39,124",0.3,7.7,"$439,642",3.54,"$14,216"
210280990260001,0,,Christopher High,Christopher USD 99,Christopher,Franklin,"$1,302,497",17.2,62.8,"$715,242",9.5,4.6,"$2,017,819","$7,560,119","$9,333.48",26.69%,810,"$4,069,823",53.8,16.3,"$561,331",7.4,8.6,"$911,226",12.1,7.7,"$39,655",4.14,"$10,207"
500821130021001,1,,Wolf Branch Middle School,Wolf Branch SD 113,Swansea,Saint Clair,"$6,644,030",74.3,62.8,"$710,432",7.9,4.6,"$7,354,599","$8,947,155","$11,059.52",82.20%,809,"$901,693",10.1,16.3,"$366,092",4.1,8.6,"$324,908",3.6,7.7,"$227,843",3.7,"$9,456"
160194320260003,0,,Somonauk High School,Somonauk CUSD 432,Somonauk,Dekalb,"$7,132,885",72.8,62.8,"$410,394",4.2,4.6,"$7,543,415","$9,791,196","$12,117.82",77.04%,808,"$1,178,953",12,16.3,"$609,700",6.2,8.6,"$459,264",4.7,7.7,"$155,767",6.02,"$10,537"
170640020260003,0,,LeRoy High School,LeRoy CUSD 2,Le Roy,McLean,"$5,544,670",62.5,62.8,"$677,805",7.6,4.6,"$6,222,600","$8,872,323","$11,104.28",70.14%,799,"$1,699,402",19.2,16.3,"$671,938",7.6,8.6,"$278,508",3.1,7.7,"$132,577",5.47,"$10,402"
24032060C042001,2,,Saratoga Elem School,Saratoga CCSD 60C,Morris,Grundy,"$5,147,966",60.6,62.8,"$1,909,794",22.5,4.6,"$7,057,883","$8,499,738","$10,827.69",83.04%,785,"$648,502",7.6,16.3,"$360,066",4.2,8.6,"$433,410",5.1,7.7,"$228,364",2.91,"$8,139"
170200180260001,0,,Blue Ridge High School,Blue Ridge CUSD 18,Farmer City,Dewitt,"$7,169,787",74.5,62.8,"$538,167",5.6,4.6,"$7,708,091","$9,621,642","$12,303.89",80.11%,782,"$723,694",7.5,16.3,"$708,393",7.4,8.6,"$481,601",5,7.7,"$179,646",5.36,"$11,719"
200300070260001,0,,Gallatin High School,Gallatin CUSD 7,Junction,Gallatin,"$2,786,246",40.6,62.8,"$182,250",2.7,4.6,"$2,968,599","$6,856,782","$8,779.49",43.29%,781,"$2,527,964",36.9,16.3,"$733,031",10.7,8.6,"$627,291",9.1,7.7,"$81,355",4.06,"$8,877"
340491140021001,1,,Stanton School,Fox Lake GSD 114,Fox Lake,Lake,"$7,992,962",78.6,62.8,"$175,801",1.7,4.6,"$8,168,904","$10,165,302","$13,015.75",80.36%,781,"$672,358",6.6,16.3,"$798,248",7.9,8.6,"$525,933",5.2,7.7,"$294,400",3.8,"$12,676"
530900500022001,2,,J L Hensey Elem School,District 50 Schools,Washington,Tazewell,"$2,924,696",41.1,62.8,"$361,585",5.1,4.6,"$3,286,385","$7,122,861","$9,131.87",46.14%,780,"$2,704,519",38,16.3,"$458,622",6.4,8.6,"$673,439",9.5,7.7,"$115,866",3.41,"$8,680"
60160910021001,1,,Forest Park Middle School,Forest Park SD 91,Forest Park,Cook,"$14,220,021",84.1,62.8,"$460,352",2.7,4.6,"$14,680,520","$16,906,206","$21,702.45",86.84%,779,"$944,234",5.6,16.3,"$532,319",3.1,8.6,"$749,280",4.4,7.7,"$433,559",4.62,"$21,713"
500821050021001,1,,Pontiac Jr High School,Pontiac-W Holliday SD 105,Fairview Heights,Saint Clair,"$6,359,321",78,62.8,"$286,695",3.5,4.6,"$6,646,157","$8,150,635","$10,503.40",81.54%,776,"$389,555",4.8,16.3,"$615,992",7.6,8.6,"$499,072",6.1,7.7,"$356,979",2.42,"$10,636"
90101930170001,0,,Rantoul Twp High School,Rantoul Township HSD 193,Rantoul,Champaign,"$5,038,221",48.9,62.8,"$975,939",9.5,4.6,"$6,014,272","$10,303,135","$13,311.54",58.37%,774,"$2,835,685",27.5,16.3,"$646,732",6.3,8.6,"$806,558",7.8,7.7,"$277,353",2.81,"$12,948"
440631540160001,0,,Marengo High School,Marengo CHSD 154,Marengo,McHenry,"$10,417,191",81.7,62.8,"$623,480",4.9,4.6,"$11,040,816","$12,746,139","$16,510.54",86.62%,772,"$654,230",5.1,16.3,"$612,302",4.8,8.6,"$438,936",3.4,7.7,"$484,299",3.25,"$17,897"
110870210260001,0,,Central A & M High School,Central A & M CUD 21,Moweaqua,Shelby,"$4,160,786",51.2,62.8,"$649,508",8,4.6,"$4,810,408","$8,132,626","$10,548.15",59.15%,771,"$2,147,139",26.4,16.3,"$792,878",9.7,8.6,"$382,315",4.7,7.7,"$113,691",4.7,"$9,158"
280881000260001,0,,Stark County High School,Stark County CUSD 100,Toulon,Stark,"$5,338,814",64.9,62.8,"$825,195",10,4.6,"$6,164,137","$8,231,791","$10,690.64",74.88%,770,"$1,245,541",15.1,16.3,"$465,592",5.7,8.6,"$356,649",4.3,7.7,"$134,728",5.43,"$10,576"
480723260260005,0,,Princeville High School,Princeville CUSD 326,Princeville,Peoria,"$4,678,854",60.4,62.8,"$485,875",6.3,4.6,"$5,164,852","$7,751,526","$10,093.13",66.63%,768,"$1,612,972",20.8,16.3,"$455,358",5.9,8.6,"$518,467",6.7,7.7,"$124,741",5.18,"$9,937"
500820700042001,2,,Freeburg Primary Center,Freeburg CCSD 70,Freeburg,Saint Clair,"$3,625,955",64.9,62.8,"$338,812",6.1,4.6,"$3,964,895","$5,588,544","$7,295.75",70.95%,766,"$961,267",17.2,16.3,"$257,280",4.6,8.6,"$405,230",7.3,7.7,"$195,471",2.68,"$8,100"
10050010260001,0,,Brown County High School,Brown County CUSD 1,Mount Sterling,Brown,"$3,477,463",48.9,62.8,"$698,159",9.8,4.6,"$4,175,734","$7,107,937","$9,315.78",58.75%,763,"$1,872,817",26.3,16.3,"$720,580",10.1,8.6,"$338,918",4.8,7.7,"$102,138",4.86,"$9,565"
30250100260001,0,,Altamont High School,Altamont CUSD 10,Altamont,Effingham,"$2,696,342",38,62.8,"$781,691",11,4.6,"$3,478,134","$7,093,155","$9,320.83",49.04%,761,"$2,714,952",38.3,16.3,"$437,749",6.2,8.6,"$462,421",6.5,7.7,"$90,101",4.11,"$8,920"
41011330041001,1,,Willowbrook Middle School,Prairie Hill CCSD 133,South Beloit,Winnebago,"$5,008,520",67.7,62.8,"$266,195",3.6,4.6,"$5,274,846","$7,400,023","$9,724.08",71.28%,761,"$1,618,599",21.9,16.3,"$297,440",4,8.6,"$209,269",2.8,7.7,"$151,061",4.44,"$8,512"
530601890260001,0,,Illini Central High School,Illini Central CUSD 189,Mason City,Mason,"$4,804,985",55.9,62.8,"$451,024",5.2,4.6,"$5,256,128","$8,596,971","$11,296.94",61.14%,761,"$1,930,173",22.5,16.3,"$745,221",8.7,8.6,"$665,568",7.7,7.7,"$117,316",5.84,"$11,052"
440630460031001,1,,Prairie Grove Junior High School,Prairie Grove CSD 46,Crystal Lake,McHenry,"$10,336,037",86.6,62.8,"$489,381",4.1,4.6,"$10,825,567","$11,938,404","$15,749.87",90.68%,758,"$350,573",2.9,16.3,"$378,300",3.2,8.6,"$384,113",3.2,7.7,"$298,117",4.6,"$14,097"
410570150031001,1,,Lewis-Clark Jr High School,Wood River-Hartford ESD 15,Wood River,Madison,"$4,015,760",58.5,62.8,"$98,885",1.4,4.6,"$4,114,766","$6,862,992","$9,162.87",59.96%,749,"$1,388,382",20.2,16.3,"$622,366",9.1,8.6,"$737,599",10.7,7.7,"$153,753",3,"$9,055"
190220630021001,1,,Cass Jr High School,Cass SD 63,Darien,Dupage,"$8,922,024",80,62.8,"$639,848",5.7,4.6,"$9,562,015","$11,155,568","$14,933.83",85.72%,747,"$204,118",1.8,16.3,"$553,832",5,8.6,"$835,746",7.5,7.7,"$452,434",2.81,"$14,128"
110213060260001,0,,Arcola High School,Arcola CUSD 306,Arcola,Douglas,"$3,255,493",39.7,62.8,"$1,494,990",18.2,4.6,"$4,750,586","$8,197,763","$11,018.50",57.95%,744,"$2,349,856",28.7,16.3,"$691,542",8.4,8.6,"$405,882",5,7.7,"$91,145",4.61,"$8,911"
260621700260001,0,,Bushnell-Prairie City High Sch,Bushnell Prairie City CUSD 170,Bushnell,McDonough,"$3,093,418",42.4,62.8,"$253,956",3.5,4.6,"$3,347,479","$7,291,748","$9,907.27",45.91%,736,"$2,812,644",38.6,16.3,"$602,131",8.3,8.6,"$529,599",7.3,7.7,"$83,843",4.81,"$9,102"
130586000160001,0,,Salem Community High School,Salem CHSD 600,Salem,Marion,"$3,914,338",51.7,62.8,"$379,960",5,4.6,"$4,294,413","$7,571,255","$10,287.03",56.72%,736,"$2,370,796",31.3,16.3,"$375,229",5,8.6,"$530,932",7,7.7,"$246,814",2.18,"$10,469"
70161280021003,1,,Independence Jr High School,Palos Heights SD 128,Palos Heights,Cook,"$8,514,708",85.6,62.8,"$501,293",5,4.6,"$9,016,149","$9,948,510","$13,517.00",90.63%,736,"$268,777",2.7,16.3,"$457,491",4.6,8.6,"$206,241",2.1,7.7,"$420,482",3,"$11,402"
70161250021001,1,,Hamlin Upper Grade Center,Atwood Heights SD 125,Alsip,Cook,"$5,605,548",64.8,62.8,"$413,474",4.8,4.6,"$6,019,150","$8,647,939","$11,765.90",69.60%,735,"$1,915,492",22.1,16.3,"$524,654",6.1,8.6,"$188,771",2.2,7.7,"$177,617",4.83,"$10,467"
50160370021001,1,,Marie Murphy School,Avoca SD 37,Wilmette,Cook,"$12,814,890",87.3,62.8,"$1,103,341",7.5,4.6,"$13,918,381","$14,681,574","$20,167.00",94.80%,728,"$157,194",1.1,16.3,"$385,823",2.6,8.6,"$220,326",1.5,7.7,"$647,427",2.94,"$19,576"
200970030260001,0,,Norris City-Omaha-Enfield H S,Norris City-Omaha-Enfield CUSD 3,Norris City,White,"$1,611,960",27.7,62.8,"$249,371",4.3,4.6,"$1,861,422","$5,809,552","$8,013.18",32.04%,725,"$2,891,855",49.8,16.3,"$580,501",10,8.6,"$475,865",8.2,7.7,"$70,549",3.25,"$8,777"
170530900170001,0,,Pontiac High School,Pontiac Twp HSD 90,Pontiac,Livingston,"$5,952,115",59.5,62.8,"$1,518,034",15.2,4.6,"$7,470,271","$10,009,643","$13,825.47",74.63%,724,"$1,812,851",18.1,16.3,"$435,637",4.4,8.6,"$291,006",2.9,7.7,"$341,394",2.5,"$13,344"
200961120042001,2,,Center Street Elem School,Fairfield PSD 112,Fairfield,Wayne,"$1,497,350",25.7,62.8,"$311,324",5.3,4.6,"$1,808,763","$5,820,131","$8,049.97",31.08%,723,"$2,665,701",45.8,16.3,"$662,516",11.4,8.6,"$683,240",11.7,7.7,"$78,012",2.79,"$8,954"
160194250260001,0,,Indian Creek High School,Indian Creek CUSD 425,Shabbona,Dekalb,"$8,672,811",83.9,62.8,"$344,017",3.3,4.6,"$9,016,975","$10,335,809","$14,295.72",87.24%,723,"$359,121",3.5,16.3,"$534,484",5.2,8.6,"$425,376",4.1,7.7,"$221,389",5.47,"$12,105"
390550090260001,0,,Sangamon Valley High School,Sangamon Valley CUSD 9,Niantic,Macon,"$4,663,720",62.8,62.8,"$593,434",8,4.6,"$5,257,280","$7,424,248","$10,297.15",70.81%,721,"$1,372,865",18.5,16.3,"$446,492",6,8.6,"$347,737",4.7,7.7,"$127,755",5.14,"$10,064"
410570120260001,0,,Madison Senior High School,Madison CUSD 12,Madison,Madison,"$2,564,546",25.8,62.8,"$71,360",0.7,4.6,"$2,635,995","$9,946,387","$13,795.27",26.50%,721,"$4,052,213",40.7,16.3,"$1,162,732",11.7,8.6,"$2,095,536",21.1,7.7,"$39,753",6.85,"$13,306"
300910370041001,1,,Anna Junior High School,Anna CCSD 37,Anna,Union,"$1,918,147",33.3,62.8,"$256,154",4.5,4.6,"$2,174,397","$5,753,763","$7,991.34",37.79%,720,"$2,553,431",44.4,16.3,"$398,079",6.9,8.6,"$627,952",10.9,7.7,"$116,423",2.28,"$7,410"
440631570160001,0,,Richmond-Burton High School,Richmond-Burton CHSD 157,Richmond,McHenry,"$11,317,840",74.8,62.8,"$1,529,711",10.1,4.6,"$12,847,689","$15,139,843","$21,174.61",84.86%,715,"$853,126",5.6,16.3,"$1,152,340",7.6,8.6,"$286,826",1.9,7.7,"$440,241",3.49,"$15,184"
480723090260003,0,,Brimfield High School,Brimfield CUSD 309,Brimfield,Peoria,"$4,975,503",70,62.8,"$424,463",6,4.6,"$5,400,099","$7,107,076","$9,995.89",75.98%,711,"$1,024,525",14.4,16.3,"$386,989",5.4,8.6,"$295,596",4.2,7.7,"$152,245",4.76,"$9,092"
190220120021005,1,,Roselle Middle School,Roselle SD 12,Roselle,Dupage,"$7,436,657",82.8,62.8,"$439,423",4.9,4.6,"$7,876,226","$8,981,243","$12,685.37",87.70%,708,"$332,022",3.7,16.3,"$367,756",4.1,8.6,"$405,385",4.5,7.7,"$368,205",3.03,"$12,231"
350590070260001,0,,Midland High School,Midland CUSD 7,Varna,Marshall,"$5,105,964",69.1,62.8,"$424,214",5.7,4.6,"$5,530,310","$7,387,295","$10,463.59",74.86%,706,"$1,046,232",14.2,16.3,"$404,094",5.5,8.6,"$406,791",5.5,7.7,"$164,887",4.73,"$10,446"
470522720260001,0,,Amboy High School,Amboy CUSD 272,Amboy,Lee,"$6,644,140",79.2,62.8,"$359,284",4.3,4.6,"$7,003,566","$8,385,640","$11,877.68",83.52%,706,"$560,425",6.7,16.3,"$331,365",4,8.6,"$490,426",5.8,7.7,"$199,944",4.84,"$11,676"
300391400042001,2,,Unity Point Elem School,Unity Point CCSD 140,Carbondale,Jackson,"$1,911,883",32.6,62.8,"$264,986",4.5,4.6,"$2,176,964","$5,867,604","$8,322.84",37.10%,705,"$1,798,657",30.7,16.3,"$1,194,582",20.4,8.6,"$697,496",11.9,7.7,"$114,659",2.62,"$8,708"
480723220260004,0,,Elmwood High School,Elmwood CUSD 322,Elmwood,Peoria,"$4,148,194",63.8,62.8,"$370,042",5.7,4.6,"$4,518,363","$6,505,794","$9,228.08",69.45%,705,"$1,315,470",20.2,16.3,"$401,713",6.2,8.6,"$270,375",4.2,7.7,"$117,784",5.33,"$8,566"
280060990042002,2,,John F Kennedy Elem School,Spring Valley CCSD 99,Spring Valley,Bureau,"$2,131,436",28.8,62.8,"$215,386",2.9,4.6,"$2,346,914","$7,391,628","$10,484.58",31.75%,705,"$2,800,198",37.9,16.3,"$1,772,147",24,8.6,"$472,461",6.4,7.7,"$97,393",2.97,"$7,983"
60160845022001,2,,Rhodes Elem School,Rhodes SD 84-5,River Grove,Cook,"$8,258,073",72.3,62.8,"$577,899",5.1,4.6,"$8,836,107","$11,420,129","$16,221.77",77.37%,704,"$1,167,702",10.2,16.3,"$597,989",5.2,8.6,"$818,466",7.2,7.7,"$305,459",4.56,"$15,401"
160194290260003,0,,Hinckley-Big Rock High School,Hinckley Big Rock CUSD 429,Hinckley,Dekalb,"$9,177,110",83.3,62.8,"$315,859",2.9,4.6,"$9,493,115","$11,019,041","$15,719.03",86.15%,701,"$341,286",3.1,16.3,"$757,721",6.9,8.6,"$427,065",3.9,7.7,"$205,733",6.73,"$14,382"
50160720022002,2,,Fairview South Elementary School,Fairview SD 72,Skokie,Cook,"$10,494,187",87.2,62.8,"$696,483",5.8,4.6,"$11,190,820","$12,033,601","$17,166.34",93.00%,701,"$280,615",2.3,16.3,"$235,968",2,8.6,"$326,348",2.7,7.7,"$625,566",2.56,"$16,142"
260290970260001,0,,Lewistown Jr/Sr High School,Lewistown CUSD 97,Lewistown,Fulton,"$4,568,823",55.3,62.8,"$503,070",6.1,4.6,"$5,072,011","$8,268,678","$11,812.40",61.34%,700,"$2,223,847",26.9,16.3,"$610,991",7.4,8.6,"$361,947",4.4,7.7,"$75,445",5.21,"$8,728"
60160855022001,2,,River Grove Elem School,River Grove SD 85-5,River Grove,Cook,"$5,372,070",68.2,62.8,"$466,802",5.9,4.6,"$5,839,003","$7,875,543","$11,299.20",74.14%,697,"$1,032,939",13.1,16.3,"$527,673",6.7,8.6,"$476,059",6,7.7,"$189,783",4.2,"$10,111"
80431190220003,0,,East Dubuque High School,East Dubuque USD 119,East Dubuque,Jo Daviess,"$4,134,453",62.9,62.8,"$394,144",6,4.6,"$4,528,723","$6,571,226","$9,441.42",68.92%,696,"$862,891",13.1,16.3,"$584,950",8.9,8.6,"$594,788",9.1,7.7,"$153,272",4.18,"$9,004"
210281960260001,0,,Sesser-Valier High School,Sesser-Valier CUSD 196,Sesser,Franklin,"$1,477,994",24.4,62.8,"$509,622",8.4,4.6,"$1,987,703","$6,046,586","$8,763.17",32.87%,690,"$3,006,461",49.7,16.3,"$429,632",7.1,8.6,"$622,877",10.3,7.7,"$45,118",4.44,"$9,847"
