SCHOOLID,SCHOOL_TYPE_CODE,BLANK,SCHOOL_NAME,DISTRICT_NAME,CITY,COUNTY,LOCAL_PROP_TAXES_DISTRICT_DOLLAR,LOCAL_PROP_TAXES_DISTRICT_PCT,LOCAL_PROP_TAXES_STATE_PCT,OTHER_LOCAL_FUNDING_DISTRICT_DOLLAR,OTHER_LOCAL_FUNDING_DISTRICT_PCT,OTHER_LOCAL_FUNDING_STATE_PCT,Total Local Dollars,TOTAL_REVENUE_SOURCE,dollars_per_enrollment,% Local Dollars,DISTRICT_TOTAL_ENROLLMENT,GENERAL_STATE_AID_DISTRICT_DOLLAR,GENERAL_STATE_AID_DISTRICT_PCT,GENERAL_STATE_AID_STATE_PCT,OTHER_STATE_FUNDING_DISTRICT_DOLLAR,OTHER_STATE_FUNDING_DISTRICT_PCT,OTHER_STATE_FUNDING_STATE_PCT,FEDERAL_FUNDING_DISTRICT_DOLLAR,FEDERAL_FUNDING_DISTRICT_PCT,FEDERAL_FUNDING_STATE_PCT,EAV_PER_PUPIL_DISTRICT,TOT_SCHL_TAX_RATE_PER_100_DISTRICT,OPER_EXPEND_PP_DISTRICT
320380060260001,0,,Cissna Park Sr High School,Cissna Park CUSD 6,Cissna Park,Iroquois,"$1,885,409",58.3,62.8,"$455,119",14.1,4.6,"$2,340,649","$3,234,332","$10,604.37",72.37%,305,"$621,268",19.2,16.3,"$124,003",3.8,8.6,"$148,533",4.6,7.7,"$118,498",5.84,"$10,271"
490810360022002,2,,Eagle Ridge School,Carbon Cliff-Barstow SD 36,Silvis,Rock Island,"$987,838",31.1,62.8,"$58,076",1.8,4.6,"$1,046,008","$3,174,759","$10,443.29",32.95%,304,"$1,528,060",48.1,16.3,"$159,956",5,8.6,"$440,829",13.9,7.7,"$92,656",3.56,"$10,181"
340490330022001,2,,Emmons Grade School,Emmons SD 33,Antioch,Lake,"$4,261,893",90.8,62.8,"$118,933",2.5,4.6,"$4,380,980","$4,691,404","$15,483.18",93.38%,303,"$111,593",2.4,16.3,"$149,564",3.2,8.6,"$49,421",1.1,7.7,"$378,241",4.1,"$15,391"
130587220260001,0,,Odin Attendance Center 9-12,Odin PSD 722,Odin,Marion,"$669,751",24.9,62.8,"$44,588",1.7,4.6,"$714,427","$2,684,731","$8,919.37",26.61%,301,"$1,314,810",49,16.3,"$359,611",13.4,8.6,"$295,971",11,7.7,"$45,257",4.65,"$9,246"
560990840022001,2,,Rockdale Elem School,Rockdale SD 84,Rockdale,Will,"$2,354,854",67.6,62.8,"$63,621",1.8,4.6,"$2,418,605","$3,480,977","$11,603.26",69.48%,300,"$456,912",13.1,16.3,"$151,969",4.4,8.6,"$453,621",13,7.7,"$285,374",1.44,"$10,682"
10090640260003,0,,Virginia Jr/ Sr High School,Virginia CUSD 64,Virginia,Cass,"$2,040,752",25.9,62.8,"$809,060",10.3,4.6,"$2,849,901","$7,868,376","$26,492.85",36.22%,297,"$695,827",8.8,16.3,"$4,125,179",52.4,8.6,"$197,558",2.5,7.7,"$123,700",5.99,"$11,506"
10690010260001,0,,Franklin Jr/Sr High School,Franklin CUSD 1,Franklin,Morgan,"$2,622,322",73.5,62.8,"$140,542",3.9,4.6,"$2,763,000","$3,567,528","$12,175.86",77.45%,293,"$409,306",11.5,16.3,"$227,427",6.4,8.6,"$167,931",4.7,7.7,"$188,798",4.95,"$13,604"
130410030042001,2,,Field Elementary School,Field CCSD 3,Texico,Jefferson,"$547,857",25.9,62.8,"$96,788",4.6,4.6,"$644,734","$2,115,027","$7,243.24",30.48%,292,"$1,075,025",50.8,16.3,"$213,624",10.1,8.6,"$181,733",8.6,7.7,"$85,022",2.15,"$7,030"
170540610042001,2,,Chester-East Lincoln Elem School,Chester-East Lincoln CCSD 61,Lincoln,Logan,"$1,973,608",68.4,62.8,"$319,659",11.1,4.6,"$2,293,398","$2,884,258","$9,877.60",79.51%,292,"$189,655",6.6,16.3,"$194,702",6.8,8.6,"$206,634",7.2,7.7,"$252,277",2.76,"$8,903"
470980200022001,2,,East Coloma - Nelson Elem Sch,East Coloma - Nelson CESD 20,Rock Falls,Whiteside,"$1,819,322",61.9,62.8,"$59,639",2,4.6,"$1,879,086","$2,941,117","$10,106.93",63.89%,291,"$534,370",18.2,16.3,"$387,832",13.2,8.6,"$139,954",4.8,7.7,"$163,383",3.62,"$9,320"
330482100260001,0,,Williamsfield High School,Williamsfield CUSD 210,Williamsfield,Knox,"$3,401,449",82.9,62.8,"$328,332",8,4.6,"$3,729,927","$4,104,987","$14,155.13",90.86%,290,"$137,903",3.4,16.3,"$136,536",3.3,8.6,"$100,767",2.5,7.7,"$276,255",4.38,"$15,099"
30110040260002,0,,Edinburg High School,Edinburg CUSD 4,Edinburg,Christian,"$1,793,680",63.2,62.8,"$210,945",7.4,4.6,"$2,004,751","$2,839,829","$9,826.40",70.59%,289,"$485,217",17.1,16.3,"$210,206",7.4,8.6,"$139,781",4.9,7.7,"$163,229",3.69,"$6,967"
470981450042001,2,,Montmorency CCSD #145,Montmorency CCSD 145,Rock Falls,Whiteside,"$1,522,885",59.3,62.8,"$31,166",1.2,4.6,"$1,554,173","$2,566,206","$8,910.44",60.56%,288,"$768,897",30,16.3,"$142,608",5.6,8.6,"$100,650",3.9,7.7,"$142,097",3.17,"$9,017"
170532300170001,0,,Dwight High School,Dwight Twp HSD 230,Dwight,Livingston,"$4,776,640",85.3,62.8,"$103,443",1.8,4.6,"$4,880,231","$5,601,973","$19,519.07",87.12%,287,"$464,035",8.3,16.3,"$169,446",3,8.6,"$88,409",1.6,7.7,"$468,278",3.07,"$13,871"
130410790022001,2,,Summersville Grade School,Summersville SD 79,Mount Vernon,Jefferson,"$694,060",34.8,62.8,"$82,591",4.1,4.6,"$776,749","$1,992,064","$7,014.31",38.99%,284,"$980,583",49.2,16.3,"$93,029",4.7,8.6,"$141,801",7.1,7.7,"$92,784",2.91,"$7,284"
300910660220001,0,,Dongola High School,Dongola USD 66,Dongola,Union,"$830,570",31.2,62.8,"$54,006",2,4.6,"$884,670","$2,665,837","$9,419.92",33.19%,283,"$1,252,795",47,16.3,"$273,484",10.3,8.6,"$254,982",9.6,7.7,"$65,449",5.2,"$10,997"
210610380260001,0,,Joppa Jr & Sr High School,Joppa-Maple Grove UD 38,Joppa,Massac,"$2,492,228",72.5,62.8,"$78,843",2.3,4.6,"$2,571,206","$3,435,760","$12,140.49",74.84%,283,"$266,269",7.7,16.3,"$228,384",6.6,8.6,"$370,036",10.8,7.7,"$120,630",5.8,"$11,173"
110150050260002,0,,Oakland High School,Oakland CUSD 5,Oakland,Coles,"$1,599,799",54.9,62.8,"$176,187",6,4.6,"$1,776,104","$2,915,381","$10,919.03",60.92%,267,"$718,393",24.6,16.3,"$188,286",6.5,8.6,"$232,716",8,7.7,"$137,327",5.24,"$12,385"
350500010260001,0,,Leland High School,Leland CUSD 1,Leland,La Salle,"$2,828,778",77.3,62.8,"$242,066",6.6,4.6,"$3,070,984","$3,659,918","$13,707.56",83.91%,267,"$224,096",6.1,16.3,"$163,461",4.5,8.6,"$201,517",5.5,7.7,"$181,611",5.89,"$11,547"
130140600022001,2,,Germantown Elem School,Germantown SD 60,Germantown,Clinton,"$788,060",44.6,62.8,"$218,815",12.4,4.6,"$1,006,982","$1,767,604","$6,670.20",56.97%,265,"$594,886",33.7,16.3,"$100,268",5.7,8.6,"$65,575",3.7,7.7,"$144,586",2.25,"$6,769"
320462590042001,2,,Lorenzo R Smith Elem School,Pembroke CCSD 259,Hopkins Park,Kankakee,"$344,984",9.4,62.8,"$78,340",2.1,4.6,"$423,396","$3,670,866","$14,339.32",11.53%,256,"$1,551,834",42.3,16.3,"$970,591",26.4,8.6,"$725,117",19.8,7.7,"$52,332",2.49,"$14,072"
60160780022001,2,,Rosemont Elem School,Rosemont ESD 78,Rosemont,Cook,"$3,038,876",63.8,62.8,"$1,228,103",25.8,4.6,"$4,267,106","$4,762,143","$18,602.12",89.61%,256,"$159,476",3.3,16.3,"$143,604",3,8.6,"$192,084",4,7.7,"$737,659",1.75,"$16,810"
280063030260001,0,,La Moille High School,La Moille CUSD 303,La Moille,Bureau,"$2,177,536",68.2,62.8,"$126,310",4,4.6,"$2,303,977","$3,191,313","$12,564.22",72.20%,254,"$409,920",12.8,16.3,"$233,223",7.3,8.6,"$244,324",7.7,7.7,"$160,067",5.4,"$14,734"
480720690022001,2,,Pleasant Hill Elem School,Pleasant Hill SD 69,Peoria,Peoria,"$478,287",22.8,62.8,"$13,048",0.6,4.6,"$491,421","$2,101,132","$8,304.87",23.39%,253,"$1,143,702",54.4,16.3,"$196,361",9.3,8.6,"$269,734",12.8,7.7,"$69,801",2.82,"$8,564"
210440320032003,2,,New Simpson Hill Dist 32,New Simpson Hill SD 32,Tunnel Hill,Johnson,"$535,838",25.2,62.8,"$114,589",5.4,4.6,"$650,515","$2,125,714","$8,435.37",30.60%,252,"$1,016,088",47.8,16.3,"$293,335",13.8,8.6,"$165,864",7.8,7.7,"$77,979",2.87,"$9,634"
480720660022001,2,,Bartonville Elem School,Bartonville SD 66,Bartonville,Peoria,"$1,451,874",57.7,62.8,"$222,571",8.8,4.6,"$1,674,566","$2,516,347","$10,065.39",66.55%,250,"$529,713",21.1,16.3,"$132,235",5.3,8.6,"$179,954",7.2,7.7,"$121,784",3.69,"$7,130"
530901370022001,2,,South Pekin Elem School,South Pekin SD 137,South Pekin,Tazewell,"$458,881",22.6,62.8,"$89,701",4.4,4.6,"$548,667","$2,028,155","$8,211.15",27.05%,247,"$1,038,731",51.2,16.3,"$135,298",6.7,8.6,"$305,544",15.1,7.7,"$56,387",3.13,"$7,880"
130580100042003,2,,Selmaville Elem School,Selmaville CCSD 10,Salem,Marion,"$1,040,306",54.5,62.8,"$79,322",4.2,4.6,"$1,119,745","$1,909,735","$7,763.15",58.63%,246,"$534,152",28,16.3,"$134,457",7,8.6,"$121,498",6.4,7.7,"$152,722",2.97,"$8,140"
300391300042001,2,,Giant City Elem School,Giant City CCSD 130,Carbondale,Jackson,"$1,260,473",56.2,62.8,"$162,458",7.2,4.6,"$1,423,050","$2,242,462","$9,115.70",63.46%,246,"$564,051",25.2,16.3,"$100,037",4.5,8.6,"$155,443",6.9,7.7,"$183,521",3.11,"$9,127"
130411780042001,2,,Spring Garden Elementary School,Spring Garden CCSD 178,Mount Vernon,Jefferson,,,,,,,,,$0.00,,245,,,,,,,,,,,,
90101970041001,1,,Prairieview-Ogden Jr High Sch,Prairieview-Ogden CCSD 197,Thomasboro,Champaign,"$2,002,064",76.7,62.8,"$292,179",11.2,4.6,"$2,294,383","$2,608,822","$10,735.89",87.95%,243,"$105,512",4,16.3,"$95,027",3.6,8.6,"$114,040",4.4,7.7,"$293,987",2.81,"$9,698"
510652000260001,0,,Greenview Jr/Sr High School,Greenview CUSD 200,Greenview,Menard,"$1,864,267",67.2,62.8,"$104,032",3.7,4.6,"$1,968,429","$2,776,042","$11,424.04",70.91%,243,"$530,406",19.1,16.3,"$138,298",5,8.6,"$139,039",5,7.7,"$147,587",5.07,"$9,071"
130581000260002,0,,Patoka Sr High School,Patoka CUSD 100,Patoka,Marion,"$2,035,193",75.2,62.8,"$63,123",2.3,4.6,"$2,098,454","$2,706,283","$11,229.39",77.54%,241,"$249,817",9.2,16.3,"$154,794",5.7,8.6,"$203,356",7.5,7.7,"$140,363",3.98,"$10,933"
240470660041001,1,,Millbrook Junior High School,Newark CCSD 66,Millbrook,Kendall,"$1,799,722",79.4,62.8,"$109,811",4.8,4.6,"$1,909,675","$2,265,317","$9,438.82",84.30%,240,"$105,062",4.6,16.3,"$109,145",4.8,8.6,"$141,577",6.2,7.7,"$313,277",2.45,"$8,899"
531020020042001,2,,Riverview Elem School,Riverview CCSD 2,East Peoria,Woodford,"$1,279,028",65,62.8,"$95,235",4.8,4.6,"$1,374,391","$1,966,836","$8,229.44",69.88%,239,"$364,055",18.5,16.3,"$100,175",5.1,8.6,"$128,343",6.5,7.7,"$210,812",2.84,"$8,154"
300390860032001,2,,DeSoto Elementary School,DeSoto Cons SD 86,De Soto,Jackson,"$1,036,347",45.2,62.8,"$69,523",3,4.6,"$1,105,978","$2,291,190","$9,586.57",48.27%,239,"$815,214",35.6,16.3,"$151,314",6.6,8.6,"$218,792",9.5,7.7,"$90,493",4.44,"$10,154"
320463020160001,0,,St Anne Comm High School,St Anne CHSD 302,Saint Anne,Kankakee,"$1,996,308",54.1,62.8,"$82,174",2.2,4.6,"$2,078,599","$3,688,957","$15,434.97",56.35%,239,"$944,861",25.6,16.3,"$331,523",9,8.6,"$334,091",9.1,7.7,"$235,557",3.5,"$15,131"
350500950042001,2,,Grand Ridge School,Grand Ridge CCSD 95,Grand Ridge,La Salle,"$2,341,236",61.3,62.8,"$115,842",3,4.6,"$2,457,202","$3,816,932","$16,105.20",64.38%,237,"$143,685",3.8,16.3,"$1,039,679",27.2,8.6,"$176,490",4.6,7.7,"$309,303",3.03,"$11,243"
130580010032001,2,,Raccoon Cons Elem School,Raccoon Cons SD 1,Centralia,Marion,"$776,594",39.4,62.8,"$91,815",4.7,4.6,"$868,511","$1,968,953","$8,414.33",44.11%,234,"$738,575",37.5,16.3,"$153,779",7.8,8.6,"$208,190",10.6,7.7,"$150,044",2.3,"$9,411"
80432110260002,0,,Scales Mound High School,Scales Mound CUSD 211,Scales Mound,Jo Daviess,"$3,994,180",85.9,62.8,"$253,873",5.5,4.6,"$4,248,202","$4,647,666","$20,033.04",91.41%,232,"$63,762",1.4,16.3,"$187,241",4,8.6,"$148,610",3.2,7.7,"$446,992",4.22,"$16,934"
260343470041001,1,,La Harpe Junior High School,La Harpe CSD 347,La Harpe,Hancock,"$1,477,555",53.7,62.8,"$451,847",16.4,4.6,"$1,929,519","$2,751,569","$11,911.55",70.12%,231,"$381,600",13.9,16.3,"$264,801",9.6,8.6,"$175,766",6.4,7.7,"$173,712",3.66,"$11,456"
530900980022001,2,,Rankin Elem School,Rankin CSD 98,Pekin,Tazewell,"$1,978,252",70.6,62.8,"$192,280",6.9,4.6,"$2,170,665","$2,803,779","$12,297.28",77.42%,228,"$358,221",12.8,16.3,"$121,149",4.3,8.6,"$153,877",5.5,7.7,"$249,055",3.51,"$10,361"
260343250262002,2,,Nauvoo Elem School,Nauvoo-Colusa CUSD 325,Nauvoo,Hancock,"$2,830,875",73.7,62.8,"$306,593",8,4.6,"$3,137,605","$3,842,912","$16,854.88",81.65%,228,"$215,590",5.6,16.3,"$321,717",8.4,8.6,"$168,137",4.4,7.7,"$207,389",4.65,"$10,032"
10860020260001,0,,Bluffs High School,Scott-Morgan CUSD 2,Bluffs,Scott,"$1,015,568",44.3,62.8,"$157,391",6.9,4.6,"$1,173,066","$2,292,405","$10,098.70",51.17%,227,"$714,527",31.2,16.3,"$243,200",10.6,8.6,"$161,719",7.1,7.7,"$95,334",4.74,"$10,494"
490810290022001,2,,Hampton Elem School,Hampton SD 29,Hampton,Rock Island,"$1,299,402",61.4,62.8,"$156,297",7.4,4.6,"$1,455,823","$2,115,553","$9,444.43",68.82%,224,"$509,942",24.1,16.3,"$69,561",3.3,8.6,"$80,351",3.8,7.7,"$155,355",3.19,"$8,627"
390740570260001,0,,Deland-Weldon High School,Deland-Weldon CUSD 57,De Land,Piatt,"$2,488,712",83.1,62.8,"$98,795",3.3,4.6,"$2,587,653","$2,994,938","$13,551.76",86.40%,221,"$103,463",3.5,16.3,"$184,253",6.2,8.6,"$119,715",4,7.7,"$268,664",4.31,"$12,961"
350501850042001,2,,Waltham Elementary School,Waltham CCSD 185,Utica,La Salle,"$1,710,465",71,62.8,"$264,169",11,4.6,"$1,974,768","$2,409,449","$10,952.04",81.96%,220,"$211,757",8.8,16.3,"$149,875",6.2,8.6,"$73,183",3,7.7,"$253,378",2.8,"$10,303"
70161545022001,2,,Burnham Elem School,Burnham SD 154-5,Burnham,Cook,"$759,460",34.6,62.8,"$21,140",1,4.6,"$780,697","$2,192,395","$10,056.86",35.61%,218,"$940,325",42.9,16.3,"$241,422",11,8.6,"$230,048",10.5,7.7,"$89,125",4.89,"$12,005"
280060940042001,2,,Ladd Comm Cons Sch,Ladd CCSD 94,Ladd,Bureau,"$1,197,790",57.5,62.8,"$111,642",5.4,4.6,"$1,309,552","$2,083,769","$9,691.95",62.85%,215,"$418,091",20.1,16.3,"$248,478",11.9,8.6,"$107,768",5.2,7.7,"$167,255",4.02,"$9,401"
350500790042001,2,,Tonica Grade School,Tonica CCSD 79,Tonica,La Salle,"$1,051,356",47.3,62.8,"$340,101",15.3,4.6,"$1,391,567","$2,222,942","$10,339.27",62.60%,215,"$515,401",23.2,16.3,"$129,382",5.8,8.6,"$186,702",8.4,7.7,"$154,956",3.17,"$10,139"
70161540022002,2,,Wolcott School,Thornton SD 154,Thornton,Cook,"$2,179,640",69.3,62.8,"$282,001",9,4.6,"$2,461,773","$3,146,203","$14,701.88",78.25%,214,"$246,379",7.8,16.3,"$105,696",3.4,8.6,"$332,487",10.6,7.7,"$266,850",4.28,"$14,016"
90101880042001,2,,Gifford Grade School,Gifford CCSD 188,Gifford,Champaign,"$1,075,925",56.5,62.8,"$324,574",17,4.6,"$1,400,618","$1,904,534","$9,069.21",73.54%,210,"$296,944",15.6,16.3,"$114,553",6,8.6,"$92,538",4.9,7.7,"$222,639",2.6,"$10,094"
130580070042001,2,,Iuka Comm Cons School,Iuka CCSD 7,Iuka,Marion,"$605,567",29.4,62.8,"$112,561",5.5,4.6,"$718,220","$2,056,330","$9,838.90",34.93%,209,"$980,814",47.7,16.3,"$189,145",9.2,8.6,"$168,243",8.2,7.7,"$75,886",3.57,"$9,608"
170540920042001,2,,West Lincoln-Broadwell Elem Sch,West Lincoln-Broadwell ESD 92,Lincoln,Logan,"$1,647,887",76.8,62.8,"$215,258",10,4.6,"$1,863,285","$2,144,575","$10,410.56",86.88%,206,"$67,418",3.1,16.3,"$106,528",5,8.6,"$107,484",5,7.7,"$422,907",2.15,"$12,153"
470522710260004,0,,Paw Paw Jr/Sr High School,Paw Paw CUSD 271,Paw Paw,Lee,"$2,655,715",80.7,62.8,"$129,296",3.9,4.6,"$2,785,155","$3,290,204","$16,128.45",84.65%,204,"$252,910",7.7,16.3,"$128,524",3.9,8.6,"$123,759",3.8,7.7,"$205,892",6.33,"$16,432"
10690110260001,0,,Meredosia-Chambersburg High Sch,Meredosia-Chambersburg CUSD 11,Meredosia,Morgan,"$2,441,221",75.8,62.8,"$137,665",4.3,4.6,"$2,579,025","$3,220,383","$15,863.96",80.08%,203,"$182,838",5.7,16.3,"$182,406",5.7,8.6,"$276,253",8.6,7.7,"$125,453",5.64,"$13,482"
210281150042001,2,,Ewing-Northern Elem School,Ewing Northern CCSD 115,Ewing,Franklin,"$659,481",33.5,62.8,"$179,344",9.1,4.6,"$838,921","$1,967,842","$9,741.79",42.63%,202,"$795,941",40.4,16.3,"$131,368",6.7,8.6,"$201,708",10.3,7.7,"$98,901",3.2,"$9,518"
450790010220001,0,,Coulterville High School,Coulterville USD 1,Coulterville,Randolph,"$733,922",28.8,62.8,"$539,219",21.2,4.6,"$1,273,233","$2,548,661","$12,617.13",49.96%,202,"$907,818",35.6,16.3,"$135,221",5.3,8.6,"$232,481",9.1,7.7,"$71,897",4.85,"$9,508"
110230030260001,0,,Kansas High School,Kansas CUSD 3,Kansas,Edgar,"$1,517,832",58.8,62.8,"$214,791",8.3,4.6,"$1,732,745","$2,581,635","$12,843.96",67.12%,201,"$531,666",20.6,16.3,"$139,518",5.4,8.6,"$177,828",6.9,7.7,"$149,418",4.9,"$11,371"
170540210260001,0,,Hartsburg-Emden Jr-Sr High School,Hartsburg Emden CUSD 21,Hartsburg,Logan,"$2,056,560",72.5,62.8,"$211,493",7.5,4.6,"$2,268,188","$2,836,581","$14,112.34",79.96%,201,"$262,387",9.3,16.3,"$110,356",3.9,8.6,"$195,785",6.9,7.7,"$185,227",5.32,"$11,421"
24032072C042001,2,,Gardner Elem School,Gardner CCSD 72C,Gardner,Grundy,"$631,364",29.7,62.8,"$492,010",23.1,4.6,"$1,123,467","$2,125,597","$10,735.34",52.85%,198,"$741,624",34.9,16.3,"$138,422",6.5,8.6,"$122,177",5.7,7.7,"$109,275",2.81,"$9,622"
350502100042001,2,,Milton Pope Elem School,Miller Twp CCSD 210,Marseilles,La Salle,"$1,553,670",74,62.8,"$230,157",11,4.6,"$1,783,964","$2,099,640","$10,712.45",84.97%,196,"$122,019",5.8,16.3,"$125,138",6,8.6,"$68,656",3.3,7.7,"$283,579",2.9,"$10,323"
34049901025201C,C,,LEARN 9 Campus in Waukegan,LEARN 9 Campus in Waukegan,Waukegan,Lake,,,,,,,,,$0.00,,194,,,,,,,,,,,,
130140630022001,2,,Albers Elem School,Albers SD 63,Albers,Clinton,"$651,707",45.8,62.8,"$174,940",12.3,4.6,"$826,756","$1,423,297","$7,530.67",58.09%,189,"$501,570",35.2,16.3,"$37,798",2.7,8.6,"$57,282",4,7.7,"$131,891",2.75,"$6,796"
130410050042002,2,,Opdyke-Belle Rive Grade Sch,Opdyke-Belle-Rive CCSD 5,Opdyke,Jefferson,"$587,054",31.9,62.8,"$42,160",2.3,4.6,"$629,309","$1,841,877","$9,902.56",34.17%,186,"$772,261",41.9,16.3,"$152,591",8.3,8.6,"$287,811",15.6,7.7,"$82,970",3.11,"$8,878"
260343270042002,2,,Dallas City Elem School,Dallas ESD 327,Dallas City,Hancock,"$913,578",41.7,62.8,"$41,474",1.9,4.6,"$955,157","$2,189,531","$11,771.67",43.62%,186,"$722,422",33,16.3,"$278,966",12.7,8.6,"$233,091",10.6,7.7,"$113,834",4.28,"$11,167"
340490360022001,2,,Grass Lake Elem School,Grass Lake SD 36,Antioch,Lake,"$3,862,550",92.2,62.8,"$64,599",1.5,4.6,"$3,927,304","$4,191,036","$22,654.25",93.71%,185,"$65,744",1.6,16.3,"$111,822",2.7,8.6,"$86,321",2.1,7.7,"$557,247",4.47,"$20,514"
480723160042001,2,,Limestone Walters Elem School,Limestone Walters CCSD 316,Peoria,Peoria,"$1,371,698",83.6,62.8,"$65,233",4,4.6,"$1,437,077","$1,641,758","$8,971.36",87.53%,183,"$75,566",4.6,16.3,"$50,809",3.1,8.6,"$78,452",4.8,7.7,"$256,233",2.99,"$8,334"
240320730170001,0,,Gardner-South Wilmington Twp H S,Gardner S Wilmington Twp HSD 73,Gardner,Grundy,"$1,567,903",48.6,62.8,"$684,127",21.2,4.6,"$2,252,141","$3,226,148","$17,629.22",69.81%,183,"$515,226",16,16.3,"$315,599",9.8,8.6,"$143,293",4.4,7.7,"$374,657",2.72,"$20,484"
240470180160001,0,,Newark Comm High School,Newark CHSD 18,Newark,Kendall,"$2,649,973",89.4,62.8,"$91,263",3.1,4.6,"$2,741,388","$2,963,308","$16,281.91",92.51%,182,"$80,867",2.7,16.3,"$91,177",3.1,8.6,"$50,028",1.7,7.7,"$633,278",2.55,"$15,181"
340491060022001,2,,Bannockburn School,Bannockburn SD 106,Bannockburn,Lake,"$6,231,858",92,62.8,"$257,795",3.8,4.6,"$6,489,808","$6,774,230","$37,634.61",95.80%,180,"$71,722",1.1,16.3,"$138,006",2,8.6,"$74,849",1.1,7.7,"$1,072,626",3.14,"$19,285"
200960060042001,2,,New Hope Elem School,New Hope CCSD 6,Fairfield,Wayne,"$449,518",29,62.8,"$123,069",7.9,4.6,"$572,679","$1,551,978","$8,718.98",36.90%,178,"$756,966",48.8,16.3,"$97,964",6.3,8.6,"$124,461",8,7.7,"$79,905",2.95,"$7,759"
130410820022001,2,,Bethel Grade School,Bethel SD 82,Mount Vernon,Jefferson,"$674,227",42.4,62.8,"$39,426",2.5,4.6,"$713,758","$1,591,810","$8,942.75",44.84%,178,"$537,544",33.8,16.3,"$84,024",5.3,8.6,"$256,589",16.1,7.7,"$127,336",2.91,"$9,746"
450791340042001,2,,Prairie Du Rocher Elem School,Prairie Du Rocher CCSD 134,Prairie Du Rocher,Randolph,"$378,768",25.4,62.8,"$192,733",12.9,4.6,"$571,589","$1,493,574","$8,534.71",38.27%,175,"$640,046",42.9,16.3,"$139,339",9.3,8.6,"$142,688",9.6,7.7,"$63,628",3.15,"$8,852"
200960170042001,2,,Jasper Elem School,Jasper CCSD 17,Fairfield,Wayne,"$379,394",26.4,62.8,"$107,951",7.5,4.6,"$487,434","$1,437,524","$8,357.70",33.91%,172,"$704,623",49,16.3,"$109,540",7.6,8.6,"$136,016",9.5,7.7,"$58,348",3.99,"$9,937"
130141415022001,2,,St Rose Elem School,St Rose SD 14-15,Breese,Clinton,"$692,330",50.8,62.8,"$191,790",14.1,4.6,"$884,234","$1,362,709","$8,111.36",64.89%,168,"$332,953",24.4,16.3,"$52,260",3.8,8.6,"$93,376",6.9,7.7,"$173,610",2.55,"$8,015"
130140570022001,2,,Bartelso Elem School,Bartelso SD 57,Bartelso,Clinton,"$531,857",53.9,62.8,"$97,603",9.9,4.6,"$629,577","$986,549","$5,907.48",63.82%,167,"$284,723",28.9,16.3,"$30,779",3.1,8.6,"$41,587",4.2,7.7,"$146,418",2.4,"$6,928"
130140460022001,2,,Willow Grove Elem School,Willow Grove SD 46,Centralia,Clinton,"$362,212",26.3,62.8,"$30,797",2.2,4.6,"$393,098","$1,378,833","$8,306.22",28.51%,166,"$688,747",50,16.3,"$76,605",5.6,8.6,"$220,472",16,7.7,"$78,158",2.62,"$8,293"
540920100262001,2,,Potomac Elem School,Potomac CUSD 10,Potomac,Vermilion,"$734,563",41.5,62.8,"$110,607",6.2,4.6,"$845,274","$1,770,595","$10,666.23",47.74%,166,"$727,386",41.1,16.3,"$80,450",4.5,8.6,"$117,589",6.6,7.7,"$91,725",4.51,"$9,157"
90101300042001,2,,Thomasboro Grade School,Thomasboro CCSD 130,Thomasboro,Champaign,"$647,412",40.6,62.8,"$182,264",11.4,4.6,"$829,779","$1,596,243","$9,792.90",51.98%,163,"$449,372",28.2,16.3,"$93,656",5.9,8.6,"$223,539",14,7.7,"$164,607",2.62,"$10,540"
480723280032001,2,,Hollis Consolidated Grade Sch,Hollis Cons SD 328,Peoria,Peoria,"$1,302,248",75.3,62.8,"$305,343",17.7,4.6,"$1,607,729","$1,729,516","$10,610.53",92.96%,163,"$26,185",1.5,16.3,"$33,402",1.9,8.6,"$62,338",3.6,7.7,"$138,888",2.18,"$8,803"
170534350042001,2,,Odell Grade School,Odell CCSD 435,Odell,Livingston,"$931,837",43.7,62.8,"$459,310",21.5,4.6,"$1,391,254","$2,132,427","$13,082.37",65.24%,163,"$369,575",17.3,16.3,"$253,987",11.9,8.6,"$117,718",5.5,7.7,"$200,892",3.22,"$13,648"
350501750042001,2,,Dimmick Comm Cons School,Dimmick CCSD 175,La Salle,La Salle,"$1,974,493",75.2,62.8,"$499,277",19,4.6,"$2,473,908","$2,625,483","$16,107.26",94.23%,163,"$26,417",1,16.3,"$76,136",2.9,8.6,"$49,160",1.9,7.7,"$1,036,344",1.66,"$19,270"
280880010261001,1,,Bradford Jr High School,Bradford CUSD 1,Bradford,Stark,"$2,447,954",75.7,62.8,"$62,379",1.9,4.6,"$2,510,472","$3,232,679","$20,204.24",77.66%,160,"$194,516",6,16.3,"$303,407",9.4,8.6,"$224,423",6.9,7.7,"$249,077",4.36,"$8,646"
130141860022001,2,,North Wamac Grade School,North Wamac SD 186,Centralia,Clinton,"$366,356",28.6,62.8,"$26,464",2.1,4.6,"$392,911","$1,280,737","$8,157.56",30.68%,157,"$666,751",52.1,16.3,"$55,585",4.3,8.6,"$165,581",12.9,7.7,"$69,684",3.79,"$8,492"
